Text;Tokenization;Normalization;Stop_Removal;Tweet_Stemmed;sentimen
diem la muka kpop gmbr kpop dh tahu bodoh suppo victim mabuk dkt kelab;[diem, la, muka, kpop, gmbr, kpop, dh, tahu, bodoh, suppo, victim, mabuk, dkt, kelab];[diam, lah, muka, kpop, gmbr, kpop, deh, tahu, bodoh, suppo, victim, mabuk, dkt, kelab];[diam, muka, kpop, gmbr, kpop, deh, bodoh, suppo, victim, mabuk, dkt, kelab];[diam, muka, kpop, gmbr, kpop, deh, bodoh, suppo, victim, mabuk, dkt, kelab];negatif
gue legit belom buka akun kpop gue wkwkw terlalu banyak drama;[gue, legit, belom, buka, akun, kpop, gue, wkwkw, terlalu, banyak, drama];[gue, legit, belum, buka, akun, kpop, gue, wkwkw, terlalu, banyak, drama];[gue, legit, buka, akun, kpop, gue, wkwkw, terlalu, drama];[gue, legit, buka, akun, kpop, gue, wkwkw, terlalu, drama];negatif
seengaknya gue ketemu abang gue lah si taka klo tahun ini gagal nonton konser kpop grgr lg msqn;[seengaknya, gue, ketemu, abang, gue, lah, si, taka, klo, tahun, ini, gagal, nonton, konser, kpop, grgr, lg, msqn];[seengaknya, gue, ketemu, abang, gue, lah, sih, taka, kalo, tahun, ini, gagal, menonton, konser, kpop, gara-gara, lagi, msqn];[seengaknya, gue, ketemu, abang, gue, sih, taka, kalo, gagal, menonton, konser, kpop, gara-gara, msqn];[seengaknya, gue, ketemu, abang, gue, sih, taka, kalo, gagal, tonton, konser, kpop, gara-gara, msqn];negatif
setiap hari ada aja gebrakan dari cowo kpop;[setiap, hari, ada, aja, gebrakan, dari, cowo, kpop];[setiap, hari, ada, saja, gebrakan, dari, cowok, kpop];[gebrakan, cowok, kpop];[gebrak, cowok, kpop];positif
baiklah saya akan mulai menjalani kesendirian ini bersama cowo kpopand on my own heppines;[baiklah, saya, akan, mulai, menjalani, kesendirian, ini, bersama, cowo, kpopand, on, my, own, heppines];[baiklah, saya, akan, mulai, menjalani, kesendirian, ini, bersama, cowok, kpopand, on, my, own, heppines];[baiklah, menjalani, kesendirian, cowok, kpopand, on, my, own, heppines];[baik, jalan, sendiri, cowok, kpopand, on, my, own, heppines];positif
jadi sepei itu ak juga baru terjun ke dunia kpop makasi atas informasinya kak;[jadi, sepei, itu, ak, juga, baru, terjun, ke, dunia, kpop, makasi, atas, informasinya, kak];[jadi, sepei, itu, aku, juga, baru, terjun, ke, dunia, kpop, terima kasih, atas, informasinya, kak];[sepei, terjun, dunia, kpop, terima kasih, informasinya, kak];[pei, terjun, dunia, kpop, terima kasih, informasi, kak];positif
top diisi cowo kpop imagine dragons mba laufey;[top, diisi, cowo, kpop, imagine, dragons, mba, laufey];[top, diisi, cowok, kpop, imagine, dragons, mbak, laufey];[top, diisi, cowok, kpop, imagine, dragons, mbak, laufey];[top, isi, cowok, kpop, imagine, dragons, mbak, laufey];netral
km kalo liat rant accku pasti bingung ini orang sbnrnya naksir lelaki kpop yang mana;[km, kalo, liat, rant, accku, pasti, bingung, ini, orang, sbnrnya, naksir, lelaki, kpop, yang, mana];[kamu, kalo, lihat, rant, accku, pasti, bingung, ini, orang, sbnrnya, menaksir, lelaki, kpop, yang, mana];[kalo, lihat, rant, accku, bingung, orang, sbnrnya, menaksir, lelaki, kpop];[kalo, lihat, rant, accku, bingung, orang, sbnrnya, taksir, lelaki, kpop];positif
tp gw pgn nonton konser kpop gtlohhh kek kapanlagii mennn jd mending nonton apa nggaa sbnrnya ga izin jg gpp sih tp ngeri aja ada apa apa kl ga izin;[tp, gw, pgn, nonton, konser, kpop, gtlohhh, kek, kapanlagii, mennn, jd, mending, nonton, apa, nggaa, sbnrnya, ga, izin, jg, gpp, sih, tp, ngeri, aja, ada, apa, apa, kl, ga, izin];[tapi, gue, pengin, menonton, konser, kpop, gtlohhh, kayak, kapanlagii, mennn, jadi, mending, menonton, apa, nggaa, sbnrnya, enggak, izin, juga, enggak apa-apa, sih, tapi, ngeri, saja, ada, apa, apa, kalau, enggak, izin];[gue, pengin, menonton, konser, kpop, gtlohhh, kayak, kapanlagii, mennn, mending, menonton, nggaa, sbnrnya, izin, enggak apa-apa, sih, ngeri, izin];[gue, pengin, tonton, konser, kpop, gtlohhh, kayak, kapanlagii, mennn, mending, tonton, nggaa, sbnrnya, izin, enggak apa, sih, ngeri, izin];positif
pake first acc kachii kalo ga keberatan kachi suka hype kpopava yae yah kakk;[pake, first, acc, kachii, kalo, ga, keberatan, kachi, suka, hype, kpopava, yae, yah, kakk];[pakai, first, acc, kachii, kalo, enggak, keberatan, kachi, suka, hype, kpopava, yae, ya, kak];[pakai, first, acc, kachii, kalo, keberatan, kachi, suka, hype, kpopava, yae, ya, kak];[pakai, first, acc, kachii, kalo, berat, kachi, suka, hype, kpopava, yae, ya, kak];positif
ni dyandra gw liat bikin event kpop kali dalam bulan ini;[ni, dyandra, gw, liat, bikin, event, kpop, kali, dalam, bulan, ini];[ini, dyandra, gue, lihat, bikin, event, kpop, kali, dalam, bulan, ini];[dyandra, gue, lihat, bikin, event, kpop, kali, dalam, bulan];[dyandra, gue, lihat, bikin, event, kpop, kali, dalam, bulan];netral
bangsatt ini patah hati pertama gue di kpop;[bangsatt, ini, patah, hati, pertama, gue, di, kpop];[bangsat, ini, patah, hati, pertama, gue, di, kpop];[bangsat, patah, hati, pertama, gue, kpop];[bangsat, patah, hati, pertama, gue, kpop];negatif
kalo bukan kpop boleh ngga;[kalo, bukan, kpop, boleh, ngga];[kalo, bukan, kpop, boleh, enggak];[kalo, kpop];[kalo, kpop];negatif
mau resign dari kerjaan tapi inget ada bujang kpop yg harus gw nafkahin cuma bisa yuk semangat hehe;[mau, resign, dari, kerjaan, tapi, inget, ada, bujang, kpop, yg, harus, gw, nafkahin, cuma, bisa, yuk, semangat, hehe];[mau, resign, dari, pekerjaan, tapi, ingat, ada, bujang, kpop, yang, harus, gue, nafkahin, cuma, bisa, yuk, semangat, hehe];[resign, pekerjaan, ada, bujang, kpop, gue, nafkahin, cuma, yuk, semangat, hehe];[resign, kerja, ada, bujang, kpop, gue, nafkahin, cuma, yuk, semangat, hehe];positif
dulu ngilangin stres larinya ke kpop sekarang gua kayaknya bukan stress lagi udah gila soalnya udah gabisa move ke apapun fokus lanjutin hidup karena gk ada waktu luang buat sekedar istirahat;[dulu, ngilangin, stres, larinya, ke, kpop, sekarang, gua, kayaknya, bukan, stress, lagi, udah, gila, soalnya, udah, gabisa, move, ke, apapun, fokus, lanjutin, hidup, karena, gk, ada, waktu, luang, buat, sekedar, istirahat];[dulu, menghilangkan, stres, larinya, ke, kpop, sekarang, gue, kayaknya, bukan, stres, lagi, sudah, gila, soalnya, sudah, enggak bisa, move, ke, apapun, fokus, lanjutkan, hidup, karena, enggak, ada, waktu, luang, buat, sekedar, istirahat];[menghilangkan, stres, larinya, kpop, gue, kayaknya, stres, gila, enggak bisa, move, apapun, fokus, lanjutkan, hidup, luang, sekedar, istirahat];[hilang, stres, lari, kpop, gue, kayak, stres, gila, enggak bisa, move, apa, fokus, lanjut, hidup, luang, dar, istirahat];negatif
wrong putra mahkota idola paragen z anak meme kpopwibu indon itu pembimbing dan penasehatnya bajer boom;[wrong, putra, mahkota, idola, paragen, z, anak, meme, kpopwibu, indon, itu, pembimbing, dan, penasehatnya, bajer, boom];[wrong, putra, mahkota, idola, paragen, saja, anak, meme, kpopwibu, indon, itu, pembimbing, dan, penasehatnya, bajer, boom];[wrong, putra, mahkota, idola, paragen, anak, meme, kpopwibu, indon, pembimbing, penasehatnya, bajer, boom];[wrong, putra, mahkota, idola, paragen, anak, meme, kpopwibu, indon, bimbing, nasehat, bajer, boom];negatif
kalau ngomongin kpop emang lagu gfriend doang yg masuk ke selera;[kalau, ngomongin, kpop, emang, lagu, gfriend, doang, yg, masuk, ke, selera];[kalau, mengomongkan, kpop, memang, lagu, gfriend, doang, yang, masuk, ke, selera];[mengomongkan, kpop, lagu, gfriend, doang, masuk, selera];[omong, kpop, lagu, gfriend, doang, masuk, selera];positif
td dengerin lagulagu kpop trus keauto play sampe muterin lagu india hhhshshhshs;[td, dengerin, lagulagu, kpop, trus, keauto, play, sampe, muterin, lagu, india, hhhshshhshs];[tadi, dengarkan, lagulagu, kpop, terus, keauto, play, sampai, muterin, lagu, india, hhhshshhshs];[dengarkan, lagulagu, kpop, keauto, play, muterin, lagu, india, hhhshshhshs];[dengar, lagulagu, kpop, auto, play, muterin, lagu, india, hhhshshhshs];positif
wrong putra mahkota idola paragen z anak meme kpopwibu indon itu pembimbing dan penasehatnya bajer boomer pra stroke rahayu semua;[wrong, putra, mahkota, idola, paragen, z, anak, meme, kpopwibu, indon, itu, pembimbing, dan, penasehatnya, bajer, boomer, pra, stroke, rahayu, semua];[wrong, putra, mahkota, idola, paragen, saja, anak, meme, kpopwibu, indon, itu, pembimbing, dan, penasehatnya, bajer, boomer, pra, stroke, rahayu, semua];[wrong, putra, mahkota, idola, paragen, anak, meme, kpopwibu, indon, pembimbing, penasehatnya, bajer, boomer, pra, stroke, rahayu];[wrong, putra, mahkota, idola, paragen, anak, meme, kpopwibu, indon, bimbing, nasehat, bajer, boomer, pra, stroke, rahayu];negatif
dah sengaja nahan diri biar gak suka kpop lagi apalagi biar gak naksir ateez dari dulu sekarang malah dibikin gila sama fc ateez;[dah, sengaja, nahan, diri, biar, gak, suka, kpop, lagi, apalagi, biar, gak, naksir, ateez, dari, dulu, sekarang, malah, dibikin, gila, sama, fc, ateez];[deh, sengaja, menahan, diri, biar, enggak, suka, kpop, lagi, apalagi, biar, enggak, menaksir, ateez, dari, dulu, sekarang, malah, dibikin, gila, sama, fc, ateez];[deh, sengaja, menahan, biar, suka, kpop, biar, menaksir, ateez, dibikin, gila, fc, ateez];[deh, sengaja, tahan, biar, suka, kpop, biar, taksir, ateez, bikin, gila, fc, ateez];negatif
cowok kpop gepeng ku datang;[cowok, kpop, gepeng, ku, datang];[cowok, kpop, gepeng, ku, datang];[cowok, kpop, gepeng, ku];[cowok, kpop, gepeng, ku];netral
pip bisa dicoba lawan fans kpop grup cewek gak kalah ngeri sama fans kpop grup cowok;[pip, bisa, dicoba, lawan, fans, kpop, grup, cewek, gak, kalah, ngeri, sama, fans, kpop, grup, cowok];[pip, bisa, dicoba, lawan, fan, kpop, grup, cewek, enggak, kalah, ngeri, sama, fan, kpop, grup, cowok];[pip, dicoba, lawan, fan, kpop, grup, cewek, kalah, ngeri, fan, kpop, grup, cowok];[pip, coba, lawan, fan, kpop, grup, cewek, kalah, ngeri, fan, kpop, grup, cowok];negatif
makanya aku mah gapernah nonton reaction soalnya hmmm apalagi bule bule yang react kpop hadah skip;[makanya, aku, mah, gapernah, nonton, reaction, soalnya, hmmm, apalagi, bule, bule, yang, react, kpop, hadah, skip];[makanya, aku, mah, enggak pernah, menonton, reaction, soalnya, hmmm, apalagi, bule, bule, yang, react, kpop, hadah, skip];[aku, mah, enggak pernah, menonton, reaction, hmmm, bule, bule, react, kpop, hadah, skip];[aku, mah, enggak pernah, tonton, reaction, hmmm, bule, bule, react, kpop, hadah, skip];negatif
cowo kpop aktor koreathai kucing;[cowo, kpop, aktor, koreathai, kucing];[cowok, kpop, aktor, koreathai, kucing];[cowok, kpop, aktor, koreathai, kucing];[cowok, kpop, aktor, koreathai, kucing];netral
mama sama kpop;[mama, sama, kpop];[mama, sama, kpop];[mama, kpop];[mama, kpop];netral
dh lama ga jajan pc lakik kpop;[dh, lama, ga, jajan, pc, lakik, kpop];[deh, lama, enggak, jajan, pc, laki, kpop];[deh, jajan, pc, laki, kpop];[deh, jajan, pc, laki, kpop];netral
ini mutualku ada yg strict gasuka kpop gak ya layout kpop ku nganggur soalnya udah ga main erpe lagi mau kupake tapi ermmm;[ini, mutualku, ada, yg, strict, gasuka, kpop, gak, ya, layout, kpop, ku, nganggur, soalnya, udah, ga, main, erpe, lagi, mau, kupake, tapi, ermmm];[ini, mutualku, ada, yang, strict, gasuka, kpop, enggak, ya, layout, kpop, ku, nganggur, soalnya, sudah, enggak, main, erpe, lagi, mau, kupake, tapi, ermmm];[mutualku, strict, gasuka, kpop, ya, layout, kpop, ku, nganggur, main, erpe, kupake];[mutualku, strict, gasuka, kpop, ya, layout, kpop, ku, nganggur, main, erpe, pakai];negatif
wkwkwkkw seventeen kpopakhirnya junhaooo;[wkwkwkkw, seventeen, kpopakhirnya, junhaooo];[wkwkwkkw, seventeen, kpopakhirnya, junhaooo];[seventeen, kpopakhirnya, junhaooo];[seventeen, kpopakhirnya, junhaooo];netral
nangissss kpop bisa manggung disana buanyam banget walau masih di macau tapi thank you so much;[nangissss, kpop, bisa, manggung, disana, buanyam, banget, walau, masih, di, macau, tapi, thank, you, so, much];[nangis, kpop, bisa, manggung, disana, buanyam, banget, walau, masih, di, macau, tapi, thank, you, sok, much];[nangis, kpop, manggung, disana, buanyam, banget, macau, thank, you, sok, much];[nangis, kpop, manggung, sana, buanyam, banget, macau, thank, you, sok, much];positif
tulungggg massseeeh btw g nutup kemungkinan kan adain konser kpop di solo;[tulungggg, massseeeh, btw, g, nutup, kemungkinan, kan, adain, konser, kpop, di, solo];[tolong, mas, btw, enggak, nutup, kemungkinan, kan, mengadakan, konser, kpop, di, solo];[tolong, mas, nutup, mengadakan, konser, kpop, solo];[tolong, mas, nutup, ada, konser, kpop, solo];positif
iyakan bener bgt aku yg ga pernah ngestan kpop jadi ngestan kpop pertama kali itu zb;[iyakan, bener, bgt, aku, yg, ga, pernah, ngestan, kpop, jadi, ngestan, kpop, pertama, kali, itu, zb];[iyakan, benar, banget, aku, yang, enggak, pernah, ngestan, kpop, jadi, ngestan, kpop, pertama, kali, itu, zb];[iyakan, banget, ngestan, kpop, ngestan, kpop, pertama, kali, zb];[iya, banget, ngestan, kpop, ngestan, kpop, pertama, kali, zb];positif
iya aku jg pdhl dah lama stan kpop bahkan ngestan x jg tapi ga sampai kek gini tiap hari uringuringan nungguin konten ckckckk kangen trs;[iya, aku, jg, pdhl, dah, lama, stan, kpop, bahkan, ngestan, x, jg, tapi, ga, sampai, kek, gini, tiap, hari, uringuringan, nungguin, konten, ckckckk, kangen, trs];[iya, aku, juga, padahal, deh, lama, stan, kpop, bahkan, ngestan, kali, juga, tapi, enggak, sampai, kayak, begini, tiap, hari, uringuringan, menunggu, konten, ckckckk, kangen, terus];[iya, deh, stan, kpop, ngestan, kali, kayak, uringuringan, menunggu, konten, ckckckk, kangen];[iya, deh, stan, kpop, ngestan, kali, kayak, uringuringan, tunggu, konten, ckckckk, kangen];positif
krn lingkungan sekitar sedikit bgt yg suka kpop dan waktu itu sibuk les sana sini biar masuk ptn akhirnya makin kesini makin lupa dari yang excited dtg ke bandara nyamperin vote brkali ky orgil biar menang spend money luar biasa buat kol;[krn, lingkungan, sekitar, sedikit, bgt, yg, suka, kpop, dan, waktu, itu, sibuk, les, sana, sini, biar, masuk, ptn, akhirnya, makin, kesini, makin, lupa, dari, yang, excited, dtg, ke, bandara, nyamperin, vote, brkali, ky, orgil, biar, menang, spend, money, luar, biasa, buat, kol];[karena, lingkungan, sekitar, sedikit, banget, yang, suka, kpop, dan, waktu, itu, sibuk, les, sana, sini, biar, masuk, ptn, akhirnya, makin, kesini, makin, lupa, dari, yang, excited, datang, ke, bandara, nyamperin, vote, brkali, kaya, orgil, biar, menang, spend, money, luar, biasa, buat, kol];[lingkungan, banget, suka, kpop, sibuk, les, biar, masuk, ptn, kesini, lupa, excited, bandara, nyamperin, vote, brkali, kaya, orgil, biar, menang, spend, money, kol];[lingkung, banget, suka, kpop, sibuk, les, biar, masuk, ptn, kesini, lupa, excited, bandara, nyamperin, vote, brkali, kaya, orgil, biar, menang, spend, money, kol];positif
hari hari nangisin cowo kpop;[hari, hari, nangisin, cowo, kpop];[hari, hari, nangisin, cowok, kpop];[nangisin, cowok, kpop];[nangisin, cowok, kpop];negatif
kpop event in medan;[kpop, event, in, medan];[kpop, event, ini, medan];[kpop, event, medan];[kpop, event, medan];netral
jadi kpop idolkl pun muka ga mendukung bisa oplas tp tp yhaa tp seru si pas ngayal;[jadi, kpop, idolkl, pun, muka, ga, mendukung, bisa, oplas, tp, tp, yhaa, tp, seru, si, pas, ngayal];[jadi, kpop, idolkl, pun, muka, enggak, mendukung, bisa, operasi plastik, tapi, tapi, yhaa, tapi, seru, sih, pas, mengkhayal];[kpop, idolkl, muka, mendukung, operasi plastik, yhaa, seru, sih, pas, mengkhayal];[kpop, idolkl, muka, dukung, operasi plastik, yhaa, seru, sih, pas, khayal];negatif
pengen banget hijrah gak mau lagi kpop an aku unfollow akun akun kpop twitter instagram aku unfollow uangnya lebih baik ditabung untuk berqurban untuk pergi umroh;[pengen, banget, hijrah, gak, mau, lagi, kpop, an, aku, unfollow, akun, akun, kpop, twitter, instagram, aku, unfollow, uangnya, lebih, baik, ditabung, untuk, berqurban, untuk, pergi, umroh];[pengin, banget, hijrah, enggak, mau, lagi, kpop, an, aku, unfollow, akun, akun, kpop, twitter, instagram, aku, unfollow, uangnya, lebih, baik, ditabung, untuk, berqurban, untuk, pergi, umroh];[pengin, banget, hijrah, kpop, an, unfollow, akun, akun, kpop, twitter, instagram, unfollow, uangnya, ditabung, berqurban, pergi, umroh];[pengin, banget, hijrah, kpop, an, unfollow, akun, akun, kpop, twitter, instagram, unfollow, uang, tabung, berqurban, pergi, umroh];negatif
semua fans kpop tuh bakal begini ke group favoritnya jadi intinya gausah ada kpop aja wkwkwwk;[semua, fans, kpop, tuh, bakal, begini, ke, group, favoritnya, jadi, intinya, gausah, ada, kpop, aja, wkwkwwk];[semua, fan, kpop, tuh, bakal, begini, ke, group, favoritnya, jadi, intinya, enggak usah, ada, kpop, saja, wkwkwwk];[fan, kpop, tuh, group, favoritnya, intinya, enggak usah, kpop, wkwkwwk];[fan, kpop, tuh, group, favorit, inti, enggak usah, kpop, wkwkwwk];negatif
udh boleh masuk kah kpop group;[udh, boleh, masuk, kah, kpop, group];[sudah, boleh, masuk, kah, kpop, group];[masuk, kah, kpop, group];[masuk, kah, kpop, group];netral
wkwkw asli dah kirain udh sembuh eh kumat juga jajan printilan kpop semangat warnya cifel;[wkwkw, asli, dah, kirain, udh, sembuh, eh, kumat, juga, jajan, printilan, kpop, semangat, warnya, cifel];[wkwkw, asli, deh, mengira, sudah, sembuh, eh, kumat, juga, jajan, printilan, kpop, semangat, warnya, cifel];[asli, deh, sembuh, eh, kumat, jajan, printilan, kpop, semangat, warnya, cifel];[asli, deh, sembuh, eh, kumat, jajan, printilan, kpop, semangat, warnya, cifel];positif
dan aku ada uang aku pengen nonton konser smtownpengen nonton suju tapi gagalyaudah aku gak mau kpop an lagi seriuspas sebelum aku ultah aku udah rest lagi di dunia kpop nenek aku pergi haji aku nangis terus setelah dipikir pikir aku pengen banget hapus memori dari kpop;[dan, aku, ada, uang, aku, pengen, nonton, konser, smtownpengen, nonton, suju, tapi, gagalyaudah, aku, gak, mau, kpop, an, lagi, seriuspas, sebelum, aku, ultah, aku, udah, rest, lagi, di, dunia, kpop, nenek, aku, pergi, haji, aku, nangis, terus, setelah, dipikir, pikir, aku, pengen, banget, hapus, memori, dari, kpop];[dan, aku, ada, uang, aku, pengin, menonton, konser, smtownpengen, menonton, suju, tapi, gagalyaudah, aku, enggak, mau, kpop, an, lagi, seriuspas, sebelum, aku, ultah, aku, sudah, rest, lagi, di, dunia, kpop, nenek, aku, pergi, haji, aku, menangis, terus, setelah, dipikir, pikir, aku, pengin, banget, hapus, memori, dari, kpop];[uang, pengin, menonton, konser, smtownpengen, menonton, suju, gagalyaudah, kpop, an, seriuspas, ultah, rest, dunia, kpop, nenek, pergi, haji, menangis, dipikir, pikir, pengin, banget, hapus, memori, kpop];[uang, pengin, tonton, konser, smtownpengen, tonton, suju, gagalyaudah, kpop, an, seriuspas, ultah, rest, dunia, kpop, nenek, pergi, haji, menang, pikir, pikir, pengin, banget, hapus, memori, kpop];positif
wen junhui membelah jadi wen junhui chinese soloist dan wen junhui seventeen kpop;[wen, junhui, membelah, jadi, wen, junhui, chinese, soloist, dan, wen, junhui, seventeen, kpop];[wen, junhui, membelah, jadi, wen, junhui, chinese, soloist, dan, wen, junhui, seventeen, kpop];[wen, junhui, membelah, wen, junhui, chinese, soloist, wen, junhui, seventeen, kpop];[wen, junhui, belah, wen, junhui, chinese, soloist, wen, junhui, seventeen, kpop];netral
last kalo suka kpop bikin u jadi jahat mending berenti gua bukan sok atau gimana u nambahin dosa diri u sendiri anjing gaaboong deh gua;[last, kalo, suka, kpop, bikin, u, jadi, jahat, mending, berenti, gua, bukan, sok, atau, gimana, u, nambahin, dosa, diri, u, sendiri, anjing, gaaboong, deh, gua];[last, kalo, suka, kpop, bikin, untuk, jadi, jahat, mending, berenti, gue, bukan, sok, atau, bagaimana, untuk, nambahin, dosa, diri, untuk, sendiri, anjing, gabohong, deh, gue];[last, kalo, suka, kpop, bikin, jahat, mending, berenti, gue, sok, nambahin, dosa, anjing, gabohong, deh, gue];[last, kalo, suka, kpop, bikin, jahat, mending, renti, gue, sok, nambahin, dosa, anjing, gabohong, deh, gue];negatif
yaaa gimana nyari duitnya kalo semua pada comeback;[yaaa, gimana, nyari, duitnya, kalo, semua, pada, comeback];[ya, bagaimana, mencari, duitnya, kalo, semua, pada, comeback];[ya, mencari, duitnya, kalo, comeback];[ya, cari, duit, kalo, comeback];negatif
tiket no berapa ini kak;[tiket, no, berapa, ini, kak];[tiket, no, berapa, ini, kak];[tiket, no, kak];[tiket, no, kak];netral
bukan sembarang cowo kpop tp khusus ayang ku bangtan dan pastinya the next bts bt kekekek;[bukan, sembarang, cowo, kpop, tp, khusus, ayang, ku, bangtan, dan, pastinya, the, next, bts, bt, kekekek];[bukan, sembarang, cowok, kpop, tapi, khusus, ayang, ku, bangtan, dan, pastinya, the, next, bts, buat, kekekek];[sembarang, cowok, kpop, khusus, ayang, ku, bangtan, pastinya, the, next, bts, kekekek];[sembarang, cowok, kpop, khusus, ayang, ku, bangtan, pasti, the, next, bts, kekek];positif
jasa jualin merch kpop nct ada gak;[jasa, jualin, merch, kpop, nct, ada, gak];[jasa, jualin, merch, kpop, nct, ada, enggak];[jasa, jualin, merch, kpop, nct];[jasa, jualin, merch, kpop, nct];netral
awalny nonton kimi no nawa trs lanjut ke anime ghibli black clover dll sampe lupa gwej ini kpoper yudh keburu ngehype jadi otaku sampe skrg ga stan kpop apa;[awalny, nonton, kimi, no, nawa, trs, lanjut, ke, anime, ghibli, black, clover, dll, sampe, lupa, gwej, ini, kpoper, yudh, keburu, ngehype, jadi, otaku, sampe, skrg, ga, stan, kpop, apa];[awalny, menonton, kimi, no, nawa, terus, lanjut, ke, anime, ghibli, black, clover, dll, sampai, lupa, gwej, ini, kpoper, yudh, keburu, ngehype, jadi, otaku, sampai, sekarang, enggak, stan, kpop, apa];[awalny, menonton, kimi, no, nawa, anime, ghibli, black, clover, dll, lupa, gwej, kpoper, yudh, keburu, ngehype, otaku, stan, kpop];[awalny, tonton, kim, no, nawa, anime, ghibli, black, clover, dll, lupa, gwej, kpoper, yudh, keburu, ngehype, otaku, stan, kpop];negatif
idk her tp sick bgt sumpaaahh kesian bgt kpop buat dia jahat beb;[idk, her, tp, sick, bgt, sumpaaahh, kesian, bgt, kpop, buat, dia, jahat, beb];[idk, her, tapi, sick, banget, sumpah, kasihan, banget, kpop, buat, dia, jahat, beb];[idk, her, sick, banget, sumpah, kasihan, banget, kpop, jahat, beb];[idk, her, sick, banget, sumpah, kasihan, banget, kpop, jahat, beb];negatif
istirahat dari kpop sampaitahun lanjut lagi nge fangi tapi gak nonton konser gak beli album aku sadar untuk apa aku ngeidolakan kpop aku pengen keluar dari per kpop an pelan pelan tapi gak bisa dan akhirnya aku lanjut lagi nge fangi;[istirahat, dari, kpop, sampaitahun, lanjut, lagi, nge, fangi, tapi, gak, nonton, konser, gak, beli, album, aku, sadar, untuk, apa, aku, ngeidolakan, kpop, aku, pengen, keluar, dari, per, kpop, an, pelan, pelan, tapi, gak, bisa, dan, akhirnya, aku, lanjut, lagi, nge, fangi];[istirahat, dari, kpop, sampai, tahun, lanjut, lagi, nge, fangirl, tapi, enggak, menonton, konser, enggak, beli, album, aku, sadar, untuk, apa, aku, ngeidolakan, kpop, aku, pengin, keluar, dari, per, kpop, an, pelan, pelan, tapi, enggak, bisa, dan, akhirnya, aku, lanjut, lagi, nge, fangi];[istirahat, kpop, sampai, tahun, nge, fangirl, menonton, konser, beli, album, sadar, ngeidolakan, kpop, pengin, kpop, an, pelan, pelan, nge, fangi];[istirahat, kpop, sampai, tahun, nge, fangirl, tonton, konser, beli, album, sadar, ngeidolakan, kpop, pengin, kpop, an, pelan, pelan, nge, fangi];negatif
ou adek cowok kpop;[ou, adek, cowok, kpop];[ou, adek, cowok, kpop];[adek, cowok, kpop];[adek, cowok, kpop];netral
tapi akun lo nggak cuman wangi kpop;[tapi, akun, lo, nggak, cuman, wangi, kpop];[tapi, akun, lo, enggak, cuman, wangi, kpop];[akun, lo, cuman, wangi, kpop];[akun, lo, cuman, wangi, kpop];positif
msc indo kalah jadi g mood belajar pdhl besok salah satu hari terberat tahun ini cara paling ampun balikin mood ya nonton kpop;[msc, indo, kalah, jadi, g, mood, belajar, pdhl, besok, salah, satu, hari, terberat, tahun, ini, cara, paling, ampun, balikin, mood, ya, nonton, kpop];[msc, indonesia, kalah, jadi, enggak, mood, belajar, padahal, besok, salah, satu, hari, terberat, tahun, ini, cara, paling, ampun, balikin, mood, ya, menonton, kpop];[indonesia, kalah, mood, belajar, besok, salah, terberat, ampun, balikin, mood, ya, menonton, kpop];[indonesia, kalah, mood, ajar, besok, salah, berat, ampun, balikin, mood, ya, tonton, kpop];positif
guys maafin mau jualan dulu tapi kpop non related kalo risih mute aja sementara huhu;[guys, maafin, mau, jualan, dulu, tapi, kpop, non, related, kalo, risih, mute, aja, sementara, huhu];[guys, memaafi, mau, jualan, dulu, tapi, kpop, non, related, kalo, risih, mute, saja, sementara, huhu];[guys, memaafi, jualan, kpop, non, related, kalo, risih, mute, huhu];[guys, maaf, jual, kpop, non, related, kalo, risih, mute, huhu];netral
streaming atau enggak itu pilihan km nderr stan kpop kan emang buat hiburaann;[streaming, atau, enggak, itu, pilihan, km, nderr, stan, kpop, kan, emang, buat, hiburaann];[streaming, atau, enggak, itu, pilihan, kamu, nderr, stan, kpop, kan, memang, buat, hiburan];[streaming, pilihan, nderr, stan, kpop, hiburan];[streaming, pilih, nderr, stan, kpop, hiburan];positif
pc idol kpop coyyy;[pc, idol, kpop, coyyy];[pc, idol, kpop, coy];[pc, idol, kpop, coy];[pc, idol, kpop, coy];netral
kpop akut to kpop tipis tipis dan sisanya kband efek samping nonton superband;[kpop, akut, to, kpop, tipis, tipis, dan, sisanya, kband, efek, samping, nonton, superband];[kpop, akut, tapi, kpop, tipis, tipis, dan, sisanya, kband, efek, samping, menonton, superband];[kpop, akut, kpop, tipis, tipis, sisanya, kband, efek, samping, menonton, superband];[kpop, akut, kpop, tipis, tipis, sisa, kband, efek, samping, tonton, superband];negatif
